occupation,count,corrected_occupation
Boot Closer,159,Boot Closer
Mothers Help,158,Mothers Help
Rural Post Man,158,Rural Post Man
Farmer's Nephew,158,Farmer's Nephew
Writing Clerk,158,Writing Clerk
Scholler,157,Scholar
Farm Servt,157,Farm Servt
Farm Domestic Servant,157,Farm Domestic Servant
Assistant Teacher,157,Assistant Teacher
Druggist,157,Druggist
Farmers Labourer,157,Farmer's Labourer
Scutcher,157,Scutcher
Semstress,156,Seamstress
Coach Maker,156,Coach Maker
Plater,156,Plater
Physician and Surgeon,155,Physician and Surgeon
Gentleman Farmer,155,Gentleman Farmer
Retired Publican,155,Retired Publican
Domestic Servant Gardener,155,Domestic Servant Gardener
Footman,154,Footman
Organist,153,Organist
Flax Doffer,153,Flax Doffer
Scholors,153,Scholar
Shephard,153,Shephard
Income from Dividends,153,Income from Dividends
Farmer's son,153,Farmer's son
Weaver Cambric,153,Weaver Cambric
Cotton Winder,153,Cotton Winder
Mantle Maker,153,Mantle Maker
General Servt-Domestic,152,General Domestic Servant
General Farm Servant,152,General Farm Servant
Clerk Commercial,152,Clerk Commercial
Infants,152,Infants
Railway Station Master,151,Railway Station Master
Agricultural Laboure,151,Agricultural Laboure
Student of Theology,151,Student of Theology
Clerk Unemployed,151,Clerk Unemployed
Black-Smith,151,Blacksmith
Agricultural Labourers,151,Agricultural Labourers
Bricklayer's Labourer,151,Bricklayer's Labourer
Pharmaceutical Chemist,150,Pharmaceutical Chemist
Lab,150,Lab
Professor of Music,150,Professor of Music
Labourer (Agricultural),150,Agricultural Labourer
Agricultral Labourer,150,Agricultural Labourer
Tailor and Farmer,150,Tailor and Farmer
Yard Man,149,Yard Man
Rate Collector,149,Rate Collector
Able Seaman,149,Able Seaman
Farmers Grand Daughter,149,Farmers Grand Daughter
Wife of Farmer,149,Wife of Farmer
Mill Hand,149,Mill Hand
Stone Dresser,148,Stone Dresser
Power Loom Tenter,148,Power Loom Tenter
Laundress Domestic Servant,148,Laundress Domestic Servant
Nat School Teacher,148,National School Teacher
Clothes Dealer,148,Clothes Dealer
Flax Preparer,148,Flax Preparer
H Keeper,147,H Keeper
Nill,147,Nill
Farm Son,147,Farm Son
Vagrant,147,Vagrant
Servant - Domestic,147,Domestic Servant
Platers Helper,147,Platers Helper
Labourer in Shipyard,146,Labourer in Shipyard
Woollen Weaver,146,Woollen Weaver
Teaching,146,Teaching
Yarn Bundler,146,Yarn Bundler
Apprentice Fitter,146,Apprentice Fitter
Builder and Contractor,146,Builder and Contractor
Grocer and Spirit Merchant,145
Income from House Property,145
Laboror,145
Linen Waver,145
Tenter,145
Weaver Damask,145
Distillery Labourer,144
Dress Making,144
Printer - Compositor,144
Roman Catholic Curate,144
Billiard Marker,143
Catholic Clergyman,143
Companion,143
Farmer and Labourer,143
Grocer's Porter,143
Keeping House,143
Nat Teacher,143
Nurse Domestic Servt,143
Railway Platelayer,143
Tailor Master,143
Timber Merchant,143
Vegetable Dealer,143
Brushmaker,142
Fruiterer,142
Roman Catholic Clergyman,142
Helper,141
Plate Layer,141
Sewing,141
Spinner Linen,141
Town Postman,141
Iron Ore Miner,140
Landed Proprietor,140
Presbyterian Minister,140
Smother,140
Master Carpenter,139
Spreader,139
Veterinary Surgeon,139
Labourer Son,138
Herds Son,137
Living on Interest of Money,137
Natl School Teacher,137
Rope Maker,137
Scollars,137
Priest,136
Blacksmith and Farmer,135
Fire Man,135
Fisher,135
Pawn Broker,135
Bill Poster,134
Coach Man Domestic Servant,134
Linen Manufacturer,134
Not,134
Sempstress,134
Shop Apprentice,134
Stableman,134
General Draper,133
School Master,133
Brewers Labourer,132
Daughter of Farmer,132
Poultry Dealer,132
Stonemason,132
Attending a School,131
G Servant Domestic,131
Insurance Clerk,131
Medical Doctor,131
Pattern Maker,131
Winder Linen,131
Seamtress,130
Bar Man,129
Cardriver,129
Work on Farm,129
Boarding House,128
Building Contractor,128
Constable R.I.C.,128
Linen Warper,128
Ship Joiner,128
Warp Winder,128
Plough Man,127
Power Loom Weaver,127
Schoolmistress,127
General Servant D,126
House Owner,126
House-Wife,126
Parlour Maid Domestic,126
Polisher,126
Bookeeper,125
Cook-Domestic Servt,125
Cotton Spinner,125
Embroidery,125
Groom Domestic,125
Labourer in Factory,125
Warper,125
Washwoman,125
Boot-Maker,124
Domestic Servant House Maid,124
No Buisness,124
No occupation,124
Boat Builder,123
G. Labourer,123
Housemaid Domestic Servt,123
Chemists Assistant,122
Farmers-Son,122
Invalid,122
Publicans Assistant,122
Farmer's Daughter in Law,121
Laundry,121
Thatcher,121
Weaver of Linen,121
Workmistress,121
Banker,120
Drapery,120
Farmservant,120
Hotel Waiter,120
House Keper,120
Jarvey,120
Ladies Nurse,120
Natl. Teacher,120
Prison Warder,120
School Child,120
Wool Carder,120
Children,119
Coal Dealer,119
Flax Drawer,119
Genl. Labourer,119
Labrour,119
Nat. School Teacher,119
Scholar Attending School,119
Apprentice Clerk,118
Bookfolder,118
Coachman Domestic Servt,118
Errand Boy,118
Farmer and Tailor,118
General Labourers,118
Mate,118
Retired Linen Weaver,118
Servant Cook,118
Agri Labourer,117
Agricultural Labouer,117
Dress maker,117
General Housework,117
Laboure,117
Landholder,117
Retired Agricultural Labourer,117
Sholars,117
Attendant,116
Black Smyth,116
Corn Porter,116
Employed on Farm,116
General House Keeper,116
House Agent,116
House Business,116
Income from Land,116
Agricultl Labourer,115
Farmers Daugh,115
Farmers wife,115
House Assistant,115
Labourer Daughter,115
Retired Housekeeper,115
Domestic House Keeper,114
General Laboure,114
General Servant Domestic Servant,114
Grocer's Apprentice,114
Joiner on Strike,114
Night Watchman,114
Retired Farmer's Wife,114
Stone Breaker,114
N School Teacher,113
Police Constable,113
Student of Medicine,113
White Smith,113
Apprentice Tailor,112
Dyer,112
Nurse-Domestic,112
Office Clerk,112
Ordnance Surveyor,112
Road Labourer,112
Spinner in Factory,112
Winder in Mill,112
Apprentice Plumber,111
Assistant Shop Keeper,111
Catholic Priest,111
Farmer's Daught,111
Farmerswife,111
Fish Merchant,111
General Servt. Domestic,111
Groom-Domestic Servant,111
Herds Wife,111
Jute Weaver,111
Nailer,111
Sr of Mercy,111
Boot Merchant,110
Bricklayer Labourer,110
Cabinetmaker,110
Dom Servant,110
Handkerchief Folder,110
Retired House Keeper,110
School-Boy,110
Labourer Agr,109
Launderess,109
Messanger,109
Nat. Teacher,109
Rope Spinner,109
Shepherd's Son,109
Chimney Sweep,108
Farm-Labourer,108
Harnessmaker,108
House Kepper,108
Merchant Sailor,108
None Stated,108
Retired Shop Keeper,108
Brass Moulder,107
Brewer,107
Doffer in Spinning Mill,107
Farmes Daughter,107
Pensioner R.I.C.,107
Fishmonger,106
House Maid-Domestic Servant,106
Linen Yarn Spinner,106
N. School Teacher,106
Scholar at School,106
Breadserver,105
Farm,105
Farmer and Road Contractor,105
Time Keeper,105
Asylum Nurse,104
Butchers Porter,104
Corn Miller,104
Domestic Cook,104
Domestic Housekeeper,104
Drapers Porter,104
Farms Son,104
Furniture Dealer,104
Gardener Domestic Servt,104
General Housekeeper,104
Housekeeper at Home,104
Kitchenmaid Domestic Servant,104
Linen Weaver in Factory,104
Maid-Domestic Servant,104
R.C. Clergyman,104
Servant Girl,104
Servant Unemployed,104
Brickyard Labourer,103
Farm Daughter,103
Inmate of Home,103
Labourer Brewery,103
Labourer on Railway,103
Servant General Domestic,103
Butter Merchant,102
Dairy Proprietor,102
Dairy Woman,102
Domestic Servant-General,102
Factory Winder,102
House and Parlour Maid Domestic Servant,102
Labourer Ship Yard,102
Labouring Man,102
Maid Domestic Servant,102
Railway Signal Man,102
Schola,102
Shop Keeper Grocer,102
Silk Weaver,102
Woollen Draper,102
Agriculural Labourer,101
Attendant on Insane,101
Cab Driver,101
Labouring,101
Non,101
Shop Manager,101
Watchman,101
Assistant Shopkeeper,100
Carpinter,100
Chimney Cleaner,100
Factory Weaver,100
Farm Helper,100
Flax Mill Worker,100
General Work,100
Herd's Son,100
Jockey,100
Labourer in Foundry,100
Linen Yarn Reeler,100
Manageress,100
Nail Maker,100
Provision Assistant,100
Servent,100
Son of Farmer,100
Tailors Cutter,100
Bank Cashier,99
Farm Labourers,99
Home Work,99
Plumber and Gasfitter,99
Pork Cutter,99
Soldier's Wife,99
Winder in Linen Factory,99
Ag. Labourer,98
Agricultural Servant,98
Cutter,98
Genl. Servant Domestic,98
Hackler,98
Iron Dresser,98
Machine Fitter,98
R. I. C. Pensioner,98
Wife of Labourer,98
Constable R. I. C,97
Disengaged,97
Domestic Servant (Cook),97
Draper's Apprentice,97
Footman Domestic Servant,97
Labourer in Mill,97
Landsteward,97
Mail Car Driver,97
Shirt Factory,97
Apprentice Painter,96
Bag Maker,96
Biscuit Packer,96
Car-Driver,96
Clerk Railway,96
Machine Man,96
Married,96
Plaster,96
Waiteress,96
Certified Pupil,95
Dentist,95
Farmers Daug,95
Millener,95
Needle Worker,95
Penitent,95
Quarryman,95
Smoother in Laundry,95
Sower,95
Weaver-Linen,95
Apprentice Dressmaker,94
Carpenter Employed,94
General Servt,94
Merchant and Farmer,94
Not Known,94
Post-Man,94
Reeler Flax,94
Shoeing Smith,94
Bar Assistant,93
Drapers Clerk,93
Farm Worker,93
Genl Laborer,93
Lithographic Printer,93
Ornamenter,93
Retired Cook,93
Sawer,93
Scholers,93
Clerk of Petty Sessions,92
Collar Cutter,92
Family Grocer,92
Flowerer,92
House and Parlour Maid,92
Law Student,92
Policeman,92
Private Lady,92
Settmaker,92
Sub Postmaster,92
Wife of Above,92
Workman,92
Assistant on Farm,91
Cook Servant Domestic,91
Drawer,91
Farmer's Grand Son,91
General Laberour,91
Grazier,91
Herd's Daughter,91
Lodge Keeper,91
Mill-Worker,91
Seamestress,91
Wool Knitter,91
Bank Accountant,90
Cigarette Maker,90
Coachbuilder,90
Domestic Servant-Cook,90
Drayman,90
General Farm Labourer,90
Glazier,90
Kitchenmaid,90
R C Clergyman,90
Railway Inspector,90
Apprentice Baker,89
Cannot Read,89
Carpenters Apprentice,89
Farmers Son in Law,89
General Servant Domest,89
Hotel Proprietress,89
Machinst,89
Master Baker,89
Mid Wife,89
Scholar Farmers Daughter,89
Shopman Draper,89
Sorting Clerk and Telegraphist,89
Tea Traveller,89
Wine and Spirit Merchant,89
Bottler,88
Builder Labourer,88
Domestic Labourer,88
General-Labourer,88
Home Duties,88
Lodging Housekeeper,88
Natl. School Teacher,88
"Nurse, Domestic Servant",88
Ornamentor,88
Pecheur,88
Presbyterian Clergyman,88
Sea Captain,88
Spinner in Spinning Mill,88
Storeman,88
Weaver in Factory,88
Box Folder,87
Carpenter-Master,87
Carpenters Wife,87
Hosier,87
Lady's Maid,87
Linnen Winder,87
Navy Pensioner,87
Retired Dressmaker,87
Students,87
Dealer in Fruit,86
Domestick Servant,86
Farm Labouer,86
Farm Steward,86
General Grocer,86
Keeps House,86
Labouror,86
Mother's Help,86
Nurse - Domestic Servant,86
Retired,86
Schalar,86
Shepherd's Daughter,86
Solicitors Apprentice,86
Widow of Labourer,86
Worker in Thread Factory,86
Apprentice Engineer,85
Apprentice Joiner,85
Beetler,85
Dresmaker,85
Farmers Son Scholar,85
Labourer in Distillery,85
Parlourmaid,85
Pipe Maker,85
Professional Nurse,85
S,85
Shopman Grocer,85
Spinning Master,85
Caulker,84
Cloth Finisher,84
Farmersson,84
Leather Cutter,84
Maid,84
National S Teacher,84
Quay Porter,84
Scholar Farmers Son,84
Seamsteress,84
Sisters of Mercy,84
Slator,84
Sub Postmistress,84
Farmer and House Keeper,83
Gen Servant,83
Genl Domestic Servant,83
Hosiery Knitter,83
Lock Keeper,83
No Proffession,83
Pedler,83
Stevedore,83
Yardman,83
Dairyman's Son,82
General Servant Unemployed,82
Land Lady,82
Land Stewart,82
Linen Mill Worker,82
Railway Official,82
Sculptor,82
Shepherds Wife,82
Cycle Agent,81
Grocers Clerk,81
Lamp Lighter,81
Pawnbrokers Assistant,81
Schlor,81
Wood Carver,81
Chemist Assistant,80
Dairy Labourer,80
Gas Stoker,80
Grocer and C,80
Grocer and Spirit Dealer,80
Hatter,80
House Maid Domestic Servt,80
Labourers Widow,80
Sextoness,80
Shop Asst,80
Solicitor's General Clerk,80
Turner,80
Assisting on Farm,79
Attending at School,79
Clerk of Works,79
Coal Carrier,79
Crochet Worker,79
F. Daughter,79
Linen Yarn Dresser,79
Maltster,79
Marine Dealer,79
Nurse Tender,79
Retired Weaver,79
Store Man,79
Veiner in Factory,79
Carpenters Daughter,78
Carter Labourer,78
Cartpenter,78
D. Servant,78
Dealer in Fish,78
Draper and Grocer,78
Farm Help,78
Farmer (Retired),78
Farmers Assistant,78
Flax Weaver,78
Genl. Servant,78
Grocer Apprentice,78
H. Keeper,78
Hall Porter,78
Labourer in Flour Mill,78
National S. Teacher,78
Paper Cutter,78
Plumber and Gas Fitter,78
Retired Shopkeeper,78
Boot Machinist,77
Carpenter's Apprentice,77
Flax Sorter,77
Hackle Maker,77
Hem Sticher,77
Mason's Labourer,77
Master of Workhouse,77
Needle Woman,77
News Vendor,77
Retired School Teacher,77
Scollor,77
Stationery,77
A B,76
Block Printer,76
Carpentar,76
Carpenter House,76
Engin Driver,76
Farmer and Merchant,76
Fish Monger,76
General Worker,76
Instruction at Home,76
Labourer Iron Works,76
Linen Folder,76
Roman Catholic Priest,76
Schollor,76
Sea Man,76
Seed Merchant,76
Stone-Cutter,76
Surface Man,76
Thread Worker,76
Winder Yarn,76
Domestic Farm Servant,75
Domestic-Servant,75
Dray Man,75
Farmer's Grand Daughter,75
General Servant Domestic Unemployed,75
Gentle Woman,75
Labourer Coal,75
Living Private,75
No business,75
Parish Clerk,75
Parlour Maid-Domestic Servant,75
Rover,75
Upholsteress,75
Vandriver,75
Warehouse Man,75
Weft Winder,75
Wire Worker,75
Clerk of Union,74
Decorator,74
Evangelist,74
Farm Labourer's Wife,74
General Labrour,74
Herds Man,74
Huckster,74
Jute Spinner,74
Leather Merchant,74
Publicans Daughter,74
Purveyor,74
Sail Maker,74
Samstress,74
School-Girl,74
Servant Man,74
Agriculture Labour,73
At Scholar,73
Cook (Domestic Servant),73
Dairy Boy,73
Despatch Clerk,73
Domestic Servant Parlour Maid,73
F,73
F. Son,73
Groom Domestic Servt,73
Income from Houses,73
Linen Warehouseman,73
Master Painter,73
Ordnance Survey,73
Publican's Daughter,73
Scholar Son,73
Spinner in Linen Mill,73
Agricultural L,72
Bookseller,72
Chandler,72
Currier,72
Farmers daughter,72
Grocer Porter,72
Labourer Builders,72
Labourer Domestic Servant,72
Ladies Maid,72
Litho Printer,72
Machine Stitcher,72
Milk Server,72
Mistress of House,72
Pavior,72
Riveter,72
Secretary,72
Semster,72
Signalman,72
Spreader in Mill,72
Stationers Assistant,72
Ursuline Nun,72
Vestmaker,72
Wareroom Worker,72
Working at Home,72
Brassfinisher,71
Copper Smith,71
Coppersmith,71
Farmer Labour,71
Farmers Daugher,71
General Labourerr,71
Master,71
Milesman,71
Miller and Farmer,71
Railway Agent,71
Rope Worker,71
Shirt Smoother,71
Shoemaker and Farmer,71
Boots,70
Corn Labourer,70
Factory Manager,70
Flax Rover,70
General Messenger,70
Herd and Caretaker,70
Housekeeper-Domestic Servant,70
Labourer Shipyard,70
Linen Beetler,70
Not Working,70
Pastry Baker,70
Platelayer,70
Rent Agent,70
Shollar,70
Sweep,70
Valet,70
Assistants,69
Baker Unemployed,69
Dairy Farmer,69
Domestic Servant Groom,69
Farmer and Agricultural Labourer,69
Farmers Daughters,69
Farmers Sons,69
House Hold Duties,69
Instructions at Home,69
Labourer in Gas Works,69
Lamplighter,69
Licensed Vintner,69
Lithographer,69
Painter and Decorator,69
Publican's Assistant,69
Reeler Linen,69
Type Writer,69
Undergraduate,69
Winder (Linen),69
Worker,69
Builders Clerk,68
Confectionery,68
Egg Packer,68
Farm Laboure,68
Flour Miller,68
General Man,68
House wife,68
Ladies Tailor,68
Mill Wright,68
Motor Man,68
No Calling,68
Office Cleaner,68
Publican Assistant,68
Shop assistant,68
Wool Winder,68
Agricl. Labourer,67
Agricultural General Labourer,67
At school,67
Bottle Blower,67
Chemist and Druggist,67
Farmerson,67
Herd's Wife,67
Labourer's Widow,67
Machinist in Factory,67
Medical Practitioner,67
Pirn Winder,67
Sclolar,67
Ship Plater,67
Shopkeeper Grocer,67
Stitcher in Wareroom,67
Upholster,67
Visiting Governess,67
Bar-Maid,66
Business,66
Dairymans Daughter,66
Farmer and Cooper,66
Farmers Daughter Scholar,66
Grocers Messenger,66
Housemaid-Domestic,66
Ironmongers Assistant,66
Labourer (Gen),66
Labourer Carter,66
Labourer Genl.,66
Linen Butler,66
Living on Annuity,66
Maid Servant,66
Railway Checker,66
Roman Catholic,66
Shop Attendant,66
Spinner in Flax Mill,66
Theological Student,66
Wardsmaid,66
Warehouse Porter,66
Agricutural Labourer,65
Brick Layers Labourer,65
Brother,65
Coach Trimmer,65
Domestic Servant House Keeper,65
Farmer and Rate Collector,65
Joiner Unemployed,65
Labourer Agric,65
Labourer in Iron Work,65
Pensioner Army,65
Railway Engine Cleaner,65
Railway Man,65
Servant Maid,65
Store Clerk,65
Washer,65
Water Bailiff,65
Weaver Cotton,65
Broker,64
Carder,64
Cloth Passer,64
Dealer Fish,64
Factory Work,64
Farmer and Housekeeper,64
Forester,64
Fowl Plucker,64
Gasfitter,64
Horseshoer,64
Linen Business,64
Living on Income,64
Machine Boy in Mill,64
Mason and Farmer,64
Out Door Relief,64
Post Master,64
Reeler in Factory,64
Sailmaker,64
Sheppard,64
Shop Keeper and Publican,64
Smith's Helper,64
Tow Spinner,64
Victular,64
Yarn Worker,64
Apprentice Blacksmith,63
Black Smith and Farmer,63
Carpenter on Strike,63
Carriage Builder,63
Cooke,63
Drapers Asst,63
Draughtsman,63
Farmers Daugter,63
Hotel Manager,63
House Mistress,63
Land Surveyor,63
Milk Vendor,63
Nurse Asylum,63
Railway Miles Man,63
Railway Shunter,63
Rural Post Boy,63
School-Teacher,63
Scoholar,63
Shop Assist,63
Waiter Domestic Servant,63
Weaver Linnen,63
Work Mistress,63
A B Seaman,62
Cattle-Dealer,62
Clerk in Factory,62
Collar Maker,62
Domestic Servent,62
Draper Apprentice,62
Drapery Business,62
Head of Family,62
Hotel Manageress,62
Millar,62
News Boy,62
Pensioner R. I. C,62
Ships Fireman,62
Shirt Machinist,62
Smoother in Wareroom,62
Surfaceman,62
Tayloress,62
Teacher N S,62
Victualer,62
Attending school,61
Boot Manufacturer,61
Carpender,61
Carpenters Son,61
Clerke,61
Domestic Business,61
Flour Merchant,61
Foreman,61
General labourer,61
Iron Driller,61
Laborer General,61
Labourer (Genl),61
Lighthouse Keeper,61
Linen Doffer,61
Mental Nurse,61
Merchants Clerk,61
Muslin Embroiderer,61
Rover in Mill,61
Scholare,61
Seedsman,61
Shep Herd,61
none,61
Agricultural,60
Agricultural Labor,60
Attendant Asylum,60
Bar Attendant,60
Blacksmith Master,60
Bottle Maker,60
Dairy Business,60
Engine Smith,60
Engraver,60
Fisherman and Farmer,60
Gen Servt Domestic,60
General D Servant,60
Gl Servant Domestic,60
Grocer and Draper,60
Instructed at Home,60
Labourer-Farm,60
Laundress Domestic,60
Linen Winder in Factory,60
Minister,60
Navvy on Railway,60
Reeler (Linen),60
Sheperd,60
Shirt-Maker,60
Teacher English,60
Weaver in Linen Factory,60
Agricultural Laberour,59
Apprentice Drapery,59
Cook Unemployed,59
Dairymans Son,59
Engin Fitter,59
Farms Daughter,59
Gen. Labourer,59
General Laborour,59
Genl Servant-Domestic,59
Hackle Setter,59
Independent Means,59
Instruction of Youth,59
Net Maker,59
Plasterer and Slater,59
Private Soldier,59
Railway Navvy,59
Retired Nurse,59
Stone-Mason,59
Typewriter,59
3rd Class Attendant,58
Boot Machinest,58
Carpenter's Daughter,58
Constable R. I. C.,58
Domest Servant,58
Domestic House-Keeper,58
Farmer son,58
Farmers Daughte,58
General Servent,58
Grocery Assistant,58
Land Agents Clerk,58
Landlord,58
Landowner,58
Licenced Publican,58
Linen Worker,58
Lodging House,58
Mill Worker Spinner,58
Paper Ruler,58
Probationer Nurse,58
Publicans Son,58
R. C. Clergyman,58
Railway Plate Layer,58
Scholour,58
Shopman Grocery,58
Solicitor's Clerk,58
Upholstress,58
Van Boy,58
Agricultural Farm Servant,57
Carpenter's Wife,57
Clerk in Brewery,57
Clerk in Linen Factory,57
Cottager,57
Dairy Maid Domestic Servant,57
District Nurse,57
Farmer and Herd,57
Farmersdaughter,57
General,57
Hackney Car Owner,57
Harbour Constable,57
Hotel Assistant,57
Labourer (Agrl),57
Labourer-Agricultural,57
Lady's Maid Domestic Servant,57
Licensed Car Driver,57
Lithographic Artist,57
Mill Doffer,57
Motorman,57
No Ocupation,57
Plumer,57
Servant (Farm),57
Spinner (Linen),57
Tailor Apprentice,57
Tailors Wife,57
Attend School,56
Cleark,56
Const R.I.C,56
Curate,56
Doffer in Flax Mill,56
Domestic Labour,56
Drover,56
Farmer's Labourer,56
Farmers' Son,56
General Carpenter,56
House Keeper-Domestic Servant,56
House-Maid,56
Kitchen Maid Domestic,56
Labourer in Timber Yard,56
Machineist,56
Missionary,56
Ordinary Seaman,56
Packing Case Maker,56
Postboy,56
Reeler in Linen Mill,56
Retired Farm Servant,56
Retired Seamstress,56
Whip Maker,56
Winding Master,56
Wool Sorter,56
Aglr Labourer,55
Assists on Farm,55
Boot Binder,55
Butchers Assistant,55
Butler Domestic,55
Carpet Weaver,55
Designer,55
Farm Servant-Domestic,55
Florist,55
Gas Manager,55
General Labr,55
Greengrocer,55
House,55
Housekeeper-Domestic,55
Inland Revenue Officer,55
Intrest of Money,55
Needle Work,55
Needlewoman,55
Preparing Master,55
Publican and Shopkeeper,55
Scholar Daughter,55
Seamsters,55
Shopman Drapery,55
Surgeon,55
Agricultural Labourer Unemployed,54
Apprentice Grocer,54
Constabulary Pensioner,54
Cook D Servant,54
Cook Servant,54
Cook. Domestic Servant,54
Dairyman's Daughter,54
Ecclesiastical Student,54
Estate Agent,54
Farm Caretaker,54
Farmer and Black Smith,54
Farmer's Assistant,54
Genral Labourer,54
L Weaver,54
Labourer Railway,54
Labourer and Fisherman,54
Labourer in Quarry,54
Mill Manager,54
Nursing Sister,54
Retired General Labourer,54
Servants,54
Sett Maker,54
Shop Keeper Publican,54
Spinner (Flax),54
Sprigging,54
Tailors Apprentice,54
Tradesman,54
Agricultural Labourer Wife,53
Agricultural Labourers Wife,53
Apprentice Draper,53
Assistant Gardener,53
At Chool,53
Boxmaker,53
Carriage Painter,53
Clarke,53
Corset Maker,53
Crane Driver,53
Drapery Apprentice,53
Factory Clerk,53
Farm Serveant,53
Farmer and Dealer,53
Farmer's wife,53
Farmers Daughtr,53
Finisher,53
Flax Spinner in Mill,53
Gardner Domestic,53
General Domestic Servant Unemployed,53
Genrl Servant Domestic,53
Labourer in Iron Foundry,53
Labours Wife,53
Living at Home,53
Machinists,53
Master Plumber,53
Peddler,53
Policeman's Wife,53
Purveyors Assistant,53
Schlar,53
Servant (General),53
Set Maker,53
Shop Assistant Drapery,53
Shopkeeper and Publican,53
Solicitors Assistant,53
Spinner Linen Mill,53
2nd Class Attendant,52
Apprentice Mechanic,52
Baker and Grocer,52
Barrister at Law,52
Coach Body Maker,52
Common Carrier,52
Cotter,52
Embroidery Printer,52
Farm Hand,52
Farm Labourers Wife,52
Farmer-Son,52
General Smith,52
Herd and Shepherd,52
Herding,52
Irish Lace Worker,52
Labourer Genrl,52
Labrourer,52
Light Keeper,52
Linnen Lapper,52
Machine Knitter,52
Organ Builder,52
R. I. C Pensioner,52
Railway Gate Keeper,52
Reporter,52
Rougher,52
Tailor-Master,52
Wareroom,52
Boatman Coast Guard,51
Bobbin Winder,51
Boot Salesman,51
Boy,51
Brass Founder,51
Brewery Clerk,51
Cabinet-Maker,51
Carpanter,51
Childrens Nurse,51
Domestic servant,51
Drapers,51
Engine Fitter at Work,51
Factory Operative,51
Farmer's Son in Law,51
Farmers Daugt,51
Garden Boy,51
Grocers Shop Assistant,51
House Hold Work,51
House Keeper and Farmer,51
House Servant Domestic,51
Malster,51
Market Gardner,51
Mill,51
Potter,51
Publican's Son,51
Rag Gatherer,51
Roman Catholic Nun,51
School Children,51
Spinner in Linen Factory,51
Storekeeper,51
Workhouse Porter,51
Agricultur Labourer,50
Aprentice,50
Baker Master,50
Beggar Woman,50
Boot Fitter,50
Brick Maker,50
Collar Stitcher,50
Dress and Mantle Maker,50
Envelope Maker,50
Ex National Teacher,50
Famers Son,50
Farme Servant,50
Flax Worker,50
Former,50
General Servant Domes,50
Helper on Farm,50
Irish Lace Maker,50
Labourer Agricl,50
Labourer Domestic,50
Labourer Gas,50
Labourer in Linen Factory,50
Lace Making,50
Milesman on Railway,50
Parlour Maid Domestic Servt,50
Pensioner R. I. C.,50
Retired Farm Labourer,50
Schalor,50
Servant Domestic Servant,50
Servt,50
Shool,50
Shop Assistant Grocery,50
Smith Helper,50
Solicitor's Apprentice,50
Spinner in a Spinning Mill,50
Stable Groom,50
Woolen Factory Hand,50
Agricultural Labr.,49
Captain,49
Clerk General,49
Clerkess,49
Coal Labour,49
Creamery Assistant,49
Cycle Maker,49
Drapery Saleswoman,49
Dress - Maker,49
Farmer and Stone Mason,49
General Carrier,49
Genrl Labourer,49
Grocer and Wine Merchant,49
Huse Keeper,49
Income From Dividends,49
Iron Monger,49
Master Cooper,49
Miliner,49
Nursing,49
Railway Gateman,49
Sadler,49
Scholl,49
Seanstress,49
Serveant,49
Shirt Examiner,49
Solicitor's Managing Clerk,49
Spinner-Linen,49
Teacher N.S.,49
Turf Dealer,49
Yarn Bleacher,49
Yarn Spinner in Mill,49
Apprentice to Drapery,48
Bricklayer Unemployed,48
Butler-Domestic Servant,48
Chef,48
Commercial Agent,48
Farmers D,48
Flax Spinner Mill Worker,48
Groom and Coachman,48
Hardware Apprentice,48
House Keeper-Domestic,48
Labour Genl,48
Lace-Maker,48
Laundres,48
Not Scholar,48
Nurse Maid,48
Nurse-Domestic Servt,48
Retired Carpenter,48
Sailors Wife,48
Shomaker,48
Undergraduate R.U.I.,48
Working in Farm,48
Yard Boy,48
Art Student,47
Assistant in House,47
Bacon Curer,47
Bar Tender,47
Cabnet Maker,47
Carmelite Nun,47
Childrens Maid,47
Dairy-Maid,47
Distiller,47
Drawer in Mill,47
Farm Occupier,47
Farmer Daught,47
Farmering,47
Farmers Dauter,47
Farmers Sister in Law,47
Fireman on Steamer,47
Fishing,47
Foreman Labourer,47
General Labourer unemployed,47
Linen Ornamentor,47
Man Servant,47
Millner,47
Painter House,47
Publican and Shop Keeper,47
Religious (Sister of Mercy),47
Retd Farmer,47
Servant Dom,47
Spinner Mill,47
Tanner,47
Telephone Operator,47
Wheelwright,47
Agr'l Labourer,46
Apprentice to Dressmaking,46
Barsmaid,46
Begging,46
Case Maker,46
Coal Carter,46
Dairy Manager,46
Farm Manager,46
Farmeress Son,46
Farmers Scholar,46
Fish Buyer,46
Gate Porter,46
Genl Servt-Domestic,46
Genl. Servt. Domestic,46
Housekeper,46
Income From House Property,46
Iron Molder,46
Journeyman Tailor,46
Junior Clerk,46
Labourer (Agl),46
Labours,46
Laundry Woman,46
Matron of Workhouse,46
Physician,46
Poor Rate Collector,46
Restaurant Keeper,46
School boy,46
Scripture Reader,46
Servt Domestic,46
Shepherd Son,46
Shepherds,46
Spinning Mill Worker,46
Stock Broker,46
Teacher of Poor Schools,46
Assist House Keeper,45
Assistant Clerk,45
At Shool,45
Caretakers Daughter,45
F Scholar,45
Famers Daughter,45
Farmers-Daughter,45
Feather Dealer,45
Flax Yarn Reeler,45
General Labourer Domestic,45
General Serv Domestic,45
"General Servant ""Domestic""",45
General Svt Domestic,45
Labourer Agricul,45
Labourer in Ironworks,45
