birthplace,country
City of Dublin in Ireland,Ireland
"Dunganan, Co W",1
"Ardfinan, Co Tip",1
West Indies of English Parents,1
"Dungardan, Watford",1
Illinoss U S A,United States
Valleymount Co Wicklow,Ireland
Manor St,1
"Hightown, Westmeath",1
"Farhouse, Co Dublin",Ireland
Born in the Parish of St Mary Donny Gook,1
Born in said Parish,1
"Strabbally, Q County",1
"Maas, Co Kildare",Ireland
Co ? Meath,1
"Castleblancy, Co Monaghan",Ireland
"Cork, Mead",1
Kathmullen,1
Ballina County,1
"State of Illinois, Lasale City",1
"England, Bootle",England
"Rahmatoeon, Co Meath",Ireland
Co Dublins,Ireland
"Co Galway, Lisquell",Ireland
Co Waterfard,1
"County of Cork, Youghal, Co Cork",Ireland
"Corles, Longford",1
"Co Tipperary, Carrickan City",Ireland
"Newtowngore, Co Leitrim",Ireland
"Ferntizery, Co Antrim",Ireland
"North Shields, Northumberland",1
Citty Befast,1
"Silford, Co Down",Ireland
?St Dublin,1
New Brighton,1
"Chrushen, Co Clare",Ireland
"Modte, Co Westmeath",Ireland
"Detroit, U S A",United States
"America, New Brunswick",1
"Grange, Co Louth",Ireland
"Co Meath, St Marys Parish",Ireland
"Carlingf, Co Louth",Ireland
"Knockabbey, Co Louth",Ireland
"Co Kildare, Haborstown",Ireland
"Ballieloughan, Co Wexford",Ireland
"Winnipeg, Canada",Canada
Rathmore-Dublin,1
"Bangor Down, Limerick",1
"Castletown Conyers, Limerick",1
"Rostheron, Co Down",Ireland
"Newry, Co Wicklow",Ireland
Co Leightrim,1
"Westmeath, Ir",1
"Kinsale, Co Tipperary",Ireland
"C Blayney, County Monagh",1
Streete,1
"Q County, Portarlington",1
"In Ardee, Co Louth",Ireland
Ballybea,1
Co Llongford,1
"Buenosayres, America",1
I of White England,England
Prehen,1
"West, Co Limerick, Fermoy",Ireland
Gathy? Co Dublin,Ireland
Cy of Dublin,1
Rush Dublin,1
"Kidminister, England",England
Naas County Kildare,1
St Pauls Dublin ?,1
"Blackroke, Co Dublin",Ireland
"Strand Street, Dublin",1
Cloutarf,1
"Garnrath Kills, Co Meath",Ireland
"Westmeath, Clonmellon Co",1
Meath (Co),1
"Sidney, N S W",1
Barnaboy,1
"Tuam, Dublin",1
Ardane,1
Mulligar,1
"Portland, Co Waterford",Ireland
"New Jersey, U. S. A.",1
"Co Cork, Mourneabley",Ireland
"Croghan, Co Donegal",Ireland
Co Cavavan,1
"Maynalty, Co Meath",Ireland
Tullygran,1
"Poyntzhars, Co Armagh",Ireland
"Irelan, Co Leitrim",Ireland
Cornakill,1
B County Cavan,1
"Town of Mullagh, Co Cavan",Ireland
Town of Mullagh,1
Faugharane,1
Durmkin,1
Corduff C D,1
"Corbally, Co Down",Ireland
Meath St City of Dublin,1
"Maynorth, Co Kildare",Ireland
Co Mayo I,Ireland
"Holywell, England",England
Shuffield,1
"Ratchasear, Co Louth",Ireland
Ballinacally,1
"Clare, Co Roscommon",Ireland
Wales (Hants),1
"Enniskillen, Fermanagh Co",1
"Temptmne, Tipperary Co",1
"Ra Kerry, Kings Co",1
"Tyrone, In Ireland",Ireland
"Halifap, N S",1
"Ballynaskugs, Co Down",Ireland
"Parish of Maynooth, Co Kildare",Ireland
Co Conn,1
Kentucky,1
County Langford,1
County Wt meath,1
"Co Dublin, City",Ireland
"City of Dublin, Louth",1
Lorquay,1
"Co Down, Newtonard",Ireland
"America, Alleghene City",1
"Kwityaland Ct Fitwon, Morat",1
"Ballee Rectory, Co Down",Ireland
"Iskakun, Co Donegall",Ireland
"LeighlinBridge, Co Carlow",1
"Belanhinch, Co Down",Ireland
"Darlington, Dunham",1
"Gillford, County Down",Ireland
"Dunmurey, Co Antrim",Ireland
Knocknagorn,1
O Dorney,1
Brookborough,1
"Grange, County Down",Ireland
"Hazelhatch, Co Dublin",Ireland
"Balrath, Meath",1
"Ranelagh, Dublin",1
"Co Louth, Draugheda",Ireland
Bunoe,1
"Co Cavan, Bunoe",Ireland
Lucass Co Dublin,Ireland
Rathmores City Dublin,1
"Derrylough, Co Armagh",Ireland
"Ire, Dublin",1
"Lisue Maye, Ireland",Ireland
"Dromore, Co Conn",1
"Newry, Co Conn",1
"Ei?tihereen, England",England
Waterword,1
"Cashire, England",England
County of Donegall,1
Montrose N B,1
"Ireland, Tippary",Ireland
"Rugby, England",England
"Davendry, England",England
"Canterberry, Kent",1
Laurencetown,1
Ballenagarrick,1
"(Camlough, Co Armagh)",Ireland
"Carrickaman, Louth",1
"Tippeary, Roscrea",1
"City of Cashel, Co Tip",1
In Co Tiperary,1
"Holycross, Tipperary",1
"Cavachekelly, County Louth",1
"Tavanamore, County Louth",1
Bally Mahon,1
Parish of R?d County Dublin,1
Dunlen Co Louth,Ireland
"Queens, Killenaule",1
"England, Salford",England
Co Longfrod,1
"Balbriggan, Co Down",Ireland
"Lisbarnet, Co Down",Ireland
"Killmud, Co Down",Ireland
"Macpatrick, County Down",Ireland
"Co Meath, Kelso",Ireland
?land,1
"St Lewis, America",1
County Louthya,1
"Ire, Co Kilkenny",Ireland
Sentfield,1
"Sligo, Co Town",1
"Delvine, W Meath",1
"In Ireland Dorset St, Dublin",Ireland
"In Ireland North Circular Rd, Dublin",Ireland
"Co Sligo, Skreen",Ireland
"In Skreen, Co Sligo",Ireland
Rembane,1
Manorhamilt,1
Co Ros mon,1
C Roscomm,1
"Casttenock, Co Dublin",Ireland
"Ryland, Co Carlow",1
"Cartle Pollard, Co Westmeath",Ireland
"Crossan, Co Down",Ireland
Ballynorey,1
Co Slygo,1
"Mayo, Ireld",1
"In Ireland Circular Rd, Dublin",Ireland
"Lucan, Ireland",Ireland
Sligo In Ireland,Ireland
Cartlebar,1
Ballymacrossen,1
"County Galway, ?",1
Camderry,1
Ballythorn,1
"Island Mega, County Antrim",Ireland
"Ashy, Co Kildare",Ireland
Derrymullen,1
Newpost,1
Francis St D,1
Earl St,1
"Drodgha, Co Louth",Ireland
"Cockermouth, England",England
"Casbey, Co Armagh",Ireland
Couty Tryone,1
Kellyman,1
Bessia,1
"Lauragh, Monaghan, Kings County",1
"Scotland, J Co Leith",Scotland
"Virginia, Meath",1
In Westmeath,1
"Twalee, Co Kerry",Ireland
"Gartaragha, Co Armagh",Ireland
"Greenbotle, Co Antrim",Ireland
"St Johnston, Co Donegall",Ireland
"Cartlederg, Co Tyrone",Ireland
Drumbanagher Armagh,1
"Broomhedge, Antrim",1
"Corbly, Kildare",1
Glencullen,1
"Co Carlow, Brammond",1
"Strancally, Waterford",1
Exh Grand Duche of Luxembourg,1
Landymount,1
Kueens Co,1
"Blackburn, Lon c",1
"Orleain, France",1
"Bury, Lanceshirs",1
Gortierum,1
South Louth,1
Munaduff,1
"Burslem, England",England
England Barrow In Furness,England
Cloghan,1
Mili?,1
M?,1
"Clarenbudy, Co Galway",Ireland
Tomastown,1
"N Orleans, Americ",1
Montreat,1
"Co Dubllin, Dalkey",1
Co Tipperary R,Ireland
"N T Cunnigham, Co Donegal",Ireland
"Aldershot, Co Kildare",Ireland
"Lough, Ash",1
"St John's, New Foundland",1
"Newcastleton, Tyne",1
"Barrow and Furness, England",England
"Drumbeg, Co Antrim",Ireland
Holestone,1
"Belary, India",India
"Camber, Co Down",Ireland
Whitenock,1
Born in Antrim,1
"In Ireland, Antrim",Ireland
"Queens Cor, Mountmellick",1
Pettigo,1
"Leckpatrick, Tyone",1
"Barrow, Co Kerry",Ireland
Co of Don?,1
"Ballymerd, Co Antrim",Ireland
"D, Co Derry",Ireland
"Eskey, Co Sligo",Ireland
Templemoyle,1
"Scotland, Portmansmack N B",Scotland
"Bj, Duff",1
"Drominchin, Co Leitrim",Ireland
Water,1
"Courtrai, Belgium",1
Berthshire,1
"Rathifriland, Co Down",Ireland
"Warnigstown, County Down, Ireland",Ireland
"Anderston, Glasgow",1
Munaduf,1
"Irelan, Sligo",1
"Partland, Maine, North America",1
"Ballyvally, Co Down",Ireland
Wexforad,1
"Wexford, Dublin City",1
"Cools, Wexford",1
"Cools, County Wexford",1
Wathford,1
Tunrien,1
"Co Dublin, City Dublin",Ireland
"Mountmillick, Queen's Co",1
"Tonton, England",England
"Knockan, Co Limk",1
"Kilferd, Co Clare",Ireland
Rath,1
Callonaghan,1
"Dunsork, Co Tyrone",Ireland
Dundrod,1
"Anaghorish, Co Derry",Ireland
"Straden, Co Cavan",Ireland
"Enicorthy, Co Wexford",Ireland
"Castle, Blapy, Co Monaghan",Ireland
"Knockmeth, Lisburn",1
"Ballymahone, Co Derry",Ireland
Newtown Hamilton,1
"Weaverthorpe, York",1
"Filey, Yorks",1
"Aldwinckle, Northamptonshire",1
"Filey, York",1
"Ballymeath, Kings County",1
Co of the City of Dublin,1
"Preston Lan, Eng",1
Edmondstown,1
"Boyle, Rosommon",1
"Carrigart, Co Dongal",1
Philadelpha,1
County o Kerry,1
"Co Derry, D Bruck",Ireland
Clafield,1
"Brdport, Co Kerry",Ireland
"Down, Co Armagh",Ireland
East Co Down,Ireland
"Glenavy, Co Antrim, Ireland",Ireland
"Valparaiso, Chil",1
"Balindrait, Co Donegal",Ireland
County Terane,1
Co Galway Town,Ireland
"Laural Vale, Co Armagh",Ireland
Co Langford,1
"Ruthmings, Co Dublin",Ireland
"Portland, U S A",United States
"Worcastershire, England",England
"Cabshelton, Surrey",1
Grattaw St,1
Shandon St,1
Pouladuff Road,1
"Akina, Co Cork",Ireland
Carrigang,1
Co Calinthelly,1
City Dulian,1
Monida,1
"Hollybrook, Co Sligo",Ireland
"Sleaford, Lincolnshire England",England
"Greenoage, Co Down",Ireland
"Neples, Italy",1
Luxembury,1
"Bellurgan, Co Louth",Ireland
"Ireland, Gal",Ireland
"Bandon, Cork W R",1
Natal S Q,1
"St Paneras, Middlesex",1
West Hartlepool,1
Cracow,1
Glenravel,1
"Bannow, Wexford",1
"Brd, Wexford",1
Teuty,1
Do Derry,1
Isle Of Wight,1
"Blarvay, Co Cork",Ireland
"Co Longford, E H",Ireland
"Clooniquin, Co Roscommon",Ireland
"Cork, Hare Island",1
"Rossbrin, Cork",1
"Ballinor, Co Cork",Ireland
"City Co Cork, Bandon",Ireland
"Midleton, Ireland",Ireland
"Chichester, England",England
"New Orleanes, U S America",United States
"Co Galway, Cloonlara",Ireland
"Castlepollard, Co West",1
"Ballincargy, Co Westmeath",Ireland
Co G Galway,1
"Kilkisheen, Co Clare",Ireland
"Dallsmill, Co Armagh",Ireland
"Down, Co Monaghan",Ireland
"Newblize, Co Monaghan",Ireland
San Francisco State of California U S,1
"Shorfshire, England",England
"Co Kilkenny, Kilmanagh",Ireland
"Clonskings, Co Dublin",Ireland
"Nenagh, C Tipp",1
County Dublin Kingsend,1
"Churchill, Rulety Tralee, Co Kerry, Ireland",Ireland
Tunadad,1
"St Vincent, W Indies",1
"Co Meath, Tara",Ireland
"Craigrusky, Co Down",Ireland
County Hillhall,1
"Co Down, Conlig",Ireland
"Corkey, Co Antrim, Ired",Ireland
Count of Londonderry,1
"Drena, Cavan",1
"Skames, Co Cork",Ireland
"Ladys Bridge, Co Cork",Ireland
Killbeggan,1
"Clozia, Ballaghaderreen, Co Mayo",Ireland
Howth Co D,1
Nerwich England,England
"Silverward, Co Armagh",Ireland
"Keann, Co Wexford",Ireland
"Banbridge, Co Down, Ireland",Ireland
"Edinburghshire, Scotland",Scotland
C Monghan,1
"Ballynagarrick, Co Down",Ireland
"Arches, Co Monaghan",Ireland
Essex Co,1
"C of Good Hops, Co Tip",1
Co Edinborough,1
"Kirkenberg, Scotland",Scotland
"Helensburgh, Scotland",Scotland
"Bantry, Co Cok",1
"Grimsby, England",England
Westpelton,1
"Nottinghan, England",England
Hampshier,1
Herdfordshier,1
County Longfod,1
Adare Island,1
Sussia,1
"Grays, Essex",1
Co Carlarlow,1
Roserea,1
"Glenamore, Co Limerick",Ireland
Fairfield,1
"Ballydough, Mallow, Co Cork",Ireland
"Abeylarra, Co Longford",Ireland
County Kilkerry,1
"London, Middesex",1
Derry Cassay,1
"Co Tip, Roscrea",1
Greens Co,1
"Corne, Co Monaghan",Ireland
Tipperary Cork,1
Car? Ireland,Ireland
"Sounty Curragh, Sligo County",1
"Ardeur de, Co Kildare",Ireland
"Kelsha, Co Wicklow",Ireland
"Lisbally, Sligo, Ireland",Ireland
Born in Gurteen,1
"Winbory, Cape Colony",1
"Lochannoch, Scotland",Scotland
"Mount Melkick, Queens County",1
"Co Down, Kelbridge, England, Shropshire",England
"Ballynagross, Co Down",Ireland
"?, Island",1
"Ballymena, Ballylision",1
Co Leithrine,1
"Beaumont, Co Roscommon",Ireland
"Co Kilkenny, The County ?",Ireland
"Co Clare, Gins",Ireland
"Lisenure, Cd",1
"Lime, Ireland",Ireland
C Roscmmon,1
"Ballycumber, Kings Co",1
"Splonkane, Co Kerry",Ireland
Dwlin,1
Cloughfune,1
Kilkenny Conty,1
Cannot Tell,1
"St Niclolas St Fin-Bar, Cork City",1
Coy Leitram,1
Bollenderry,1
Timple Athea,1
County S,1
"In Dumfriesshire, Scotland",Scotland
Rent,1
"Co Carlow, Harcout's Town",1
Betamoney,1
Baltrain,1
Bally? Co Down,Ireland
Droghedga,1
"Hunbug, Donshire",1
Wurttemberg,1
"Burhadoes, West Indies",1
"Norwich City, England",England
W Wicklow,1
"Gorrie, Ont",1
"Athlone City, Co Roscommon",Ireland
"I?sey, C I",1
"North Thumberland, England",England
Wostershire,1
"Cootehill, Co Carlow",1
Londonderry Town,1
"Co Wicklow, Co Cavan",Ireland
"Duncane, Co Antrim",Ireland
"Combe, Co Down",Ireland
"Ireland, Ballymaenrrete, Belfast",Ireland
"Comler, Co Down",Ireland
"C Derry, Ardmore",1
"Newtown, Drogheda, Co Louth",Ireland
A Westmeath,1
Collurstown,1
"Baggot, City Dublin",1
"134 Lower, City Dublin",1
Long Ford,1
"Cork, Galway",1
"Kilgor, Co Westmeath",Ireland
"Co Dublin, Sherries",Ireland
"Mitchelstown, Cork",1
Queens Co Ireland,Ireland
Co Mayow,Ireland
Co Ke,1
"Queens Town, County Cork",Ireland
"Naas, Co meath",Ireland
"Kensingson, Middlesex",1
"Dublin City, Clondalkenn Co",1
Cowes Isle of Wight,1
"Ballyboden, Rathfarnham, Co Dublin",Ireland
"Coppa, Co Kerry",Ireland
"Co Kerry, Causeway",Ireland
Crotta,1
"Ballingawton, Co Kerry",Ireland
"Inchkey, Co Cork",Ireland
"Black Rock, Coy Dublin",1
? Queen Co,1
Dublin City Brunswicot,1
Ser Johns ?,1
"Rotres, Co Down",Ireland
"Durbar, Scotland",Scotland
Atsea Off West Coast of Africa,1
Pollock Shours,1
"Co Cork, Lisnagoorean",Ireland
Kilwort,1
"Co Cork, Dunnahon",Ireland
"Co Cork, Knockraha",Ireland
"Parish of Midleton, Co Cork",Ireland
"Queen Co, Parish of Rathdowney",1
"Killagh, Co Cork",Ireland
Cork Cr,1
"Coeluleegg, Whitegate, Co Cork",Ireland
Lisgould,1
Couty Londonderry,1
Co Kildare in Ireland,Ireland
"Swellen, Co Cavan",Ireland
Ireland of Mauritius,Ireland
Co Kork,1
"Hazel Hatch, Dublin",1
"Ballymana ,Co Antrim",Ireland
Cork Co Kildare,Ireland
"Demdrum, Co Dublin",Ireland
"Mobile, U S A",United States
Mathyds,1
"Pooten, England",England
"Clogher, Tyo",1
Ballysimon,1
"Ardera, Co Kilkenny",Ireland
"Fubrid, Co Kilkenny",Ireland
"Ballinamore, County Mayo",1
Greensland,1
Ardera,1
"K, Co Clare",Ireland
"Woodmount, Co Clare",Ireland
"Roserea, Tipperary",1
"Antrim, Bally Castle",1
"St Peters, Co Louth",Ireland
"Killman, Co Westmeath",Ireland
"Kingstown, Queens Co",1
"Ballingarry, Tipp",1
"Dromeslloher, Limerick",1
"Rathreale, Co Limk",1
Baley Longford,1
Rhuta,1
"Milbourne, Australia",1
"Dublin City, Cork st Dublin",1
Rathangan Co Kildare,Ireland
USK Co Kildare,Ireland
"Ferwozle, Co Derry",Ireland
Co Dublin Church,Ireland
Cavan-Town,1
County Notmade,1
"Co Dublin, Plack Rock",Ireland
Leod,1
"Ballinnerrin Uppr, Co Wicklow",Ireland
"Kinnetty, King Co",1
County Courty,1
"Massachusetts, U S America",United States
Newbridg Kildare,1
"Limerick City, New Baracks",1
"Co Limerick, Stonehall",Ireland
Wool Wich,1
"Rathdowney, Q Co",1
"Mount Rath, Q Co",1
"Casbally, Wfd",1
"Lewis Town, Co Kildore",1
"Co America, N York",1
"Kilfian, Co Limerick",Ireland
"Cahir, County Tipperary",Ireland
"Buffanna, Co Tipperary",Ireland
"Clonmel, St P and P, Co Tippeary",1
"Marsha Church, America",1
"Clonmel, St P and Pauls, Co Tipperary",Ireland
"Cuingen, Co Limerick",Ireland
Co Tipperary OR,Ireland
Kilnathomas,1
"Chair, Co Tipperary",Ireland
Co Tippeerary,1
"Skerik, Membo",1
"Dangan, C Galway",1
"Glendene, Co Waterford",Ireland
"Shangouagh, Co Dublin",Ireland
"Kildoon, Co Kildare",Ireland
Wesmaid,1
Cretty and Queen's Co,1
"Ballinakill, Queen's Co",1
Hanworth,1
"Hanworth, Co Cork",Ireland
"Mallow, County of Cork",1
"Muleton, Co Cork",Ireland
"Co Kerry, Lenamore",Ireland
In County Kery Ireland,Ireland
Ardmale,1
County Limeck,1
"Parish of Lisgoold, Co Cork",Ireland
"Ardglass, Co Cork",Ireland
"Bunmuhon, Co Cork",Ireland
"Tredegar, Wales",1
"Currans, Co Cork",Ireland
"Killebride, Co Wicklow",Ireland
Co K County,1
"Ireland, (Co Dublin)",Ireland
"Co Galway, Ornamore",Ireland
"Roberts Town, Co Kildare",Ireland
Cholester,1
Co Lemik,1
County of Tipper,1
Co R. Common,1
Mitchleton,1
Bullevant,1
"Mclean, W Meath",1
"Quens, Rathdowney",1
"In Ireland, Queen's Co",Ireland
Quen's Conty,1
"Glen Line, King Co",1
E County,1
Crumlin County of Dublin,1
"Drumendra, Co Dublin",Ireland
Wigan England,England
"Co Clare, Kilmihill",Ireland
Ballymoney Near Castle William County Down,Ireland
"Alheall, Co Down",Ireland
"nutsford, England",England
"Co York, England",England
Co Cavan Ireland,Ireland
Booste,1
"Cavaneay, Co Armagh",Ireland
Kilronan,1
Queentsever,1
MS America,1
America MS,1
"Q'ns County, Ireland",Ireland
Co Kilenny,1
"Mchinson, Co Dublin",Ireland
"Cloneen, Kilkenny",1
Carlow East,1
Halifax N S Col,1
"Bermude, Col",1
County Carrlow,1
"Bengerstown, Co Meath",Ireland
"Chamber St, City",1
"Newtowndarry, Co Wexford",Ireland
"47, Newmarket, City Dublin",1
"Thanar, Bombay, Ind",1
"Co West Galway, Ireland",Ireland
Queens Co City,1
"Co Dublin, Irish Town",Ireland
Giberalker,1
Stte America,1
King's Coun,1
Farahy,1
"Clonakitty, Co Cork",Ireland
"In Queens County, Ireland",Ireland
"Kerry, Ire",1
Bray Wicklow,1
"Castle, Knock Co",1
"Queens Co, Killynure",1
Co Karp,1
Artane City,1
Co Dublin in County Kildare,Ireland
Bir,1
"Graige, Co Wicklow",Ireland
"C D, Belfast",1
Gortmore,1
Derryharrow,1
Corragarrow,1
Australia City,1
Co London R,1
"Milford, Co Carlow",1
"Meenmore, Dungloe, Donegal",1
"Black Ditcher, Co Wicklow",Ireland
"Scothouse, Fermanagh",1
Putchan,1
"Co Fermanagh, In Ireland",Ireland
"Ireland, Clonn",Ireland
"Drounbana, Co Limerick",Ireland
Wickow,1
"Rhyl, N Walsh",1
West Hastlepoor,1
"Ballamacadem, Co Tipperary",Ireland
Co Wickaloe,1
Glanmorganshire,1
The Hants,1
"Monag, Ireland",Ireland
"Co Kilkenny, Ballyragget",Ireland
Leyburbridge,1
"Arles, Queens County",1
Co avan,1
Satully,1
Derevona,1
Enniskellan,1
"Hampshire, Col",1
"Oporto, Portugal",1
Leiszuland,1
Hollywell R County,1
Tipperary in County,1
"Forrest, Queens Co",1
Killreest,1
Cabiracon,1
"Co Wicklow, Donard",Ireland
"Derry Carney, Dublin",1
Born Kings Co,1
"Ardfarna, Co Donegal",Ireland
"Leeds York, Eng",1
"King's County, Banagher",1
Lidgould,1
Kinevara,1
"Kerry, Irl",1
"Fin Cashel, Co Donegal",Ireland
"Walerask, Co Down",Ireland
Ballinacariagy,1
"Gaffroy Walden, Essex",1
"Louth, Co Louth",Ireland
"Kilkerley, Co Louth",Ireland
Newcastle CD,1
Custlepolland,1
N King St,1
Dublin Marror St,1
To Westmeath,1
"Co Down, Dunsford",Ireland
Bright,1
"Bootel, England",England
"Co Down, Gossyar",Ireland
"Co Down, Board Mills",Ireland
"Navan, C Meath",1
Roslea,1
"Co Dublin, Mountmillick",Ireland
"Swinford, C L",1
"Rakenrick, Co Meath",Ireland
"Ballymadar, Co Down",Ireland
Ca?n,1
"Athlurnny, Navan, Meath M",1
"Dulack, Co Meath",Ireland
"Bally Duff, Co Cavan",Ireland
Loraghades,1
"Killay, Co Waterford",Ireland
County Waford,1
"Co Limerick, Clareen",Ireland
"China, British",1
Bishopstone,1
"Ballymountain, Co Cork",Ireland
"Town of Lurgan, Co Monaghan",Ireland
"Clare, Suffoth",1
"England, Keighley, Yorks",England
"Scarboro, Yorks",1
Walsall England,England
"St Peters, Linester",1
"Preminster, Devon",1
Duneton,1
Ballin?gue Co Wicklow,Ireland
"Co Kilkenny, Grawn, Queens County",Ireland
"Ballavaldon, Co Wexford",Ireland
"Cranmore, Co Galway",Ireland
John Canada,Canada
"Knockanash, Kerry",1
"Knockanure, Co Kerry",Ireland
"Lyoneel, Belfast",1
Newtownhamilton (CD),1
Bray Co Wic,1
Barcelona,1
"Portalngtn, Queens Co",1
"St John, New Limerick",1
"Ballaghadrum, Co Mayo",Ireland
Bruxelles,1
"Castlewellan, England",England
Aron Island,1
"Antrim, Longford",1
"Co Clare, Ermis",Ireland
"Kings C, Irelan",1
"Crowhill, County Galway",1
"Kings County, Irelan",1
"Ballinastrad, Co Wexford",Ireland
"Ruthlin Island, Co Antrim",Ireland
"Ballygally, Tyrone",1
Longher,1
"Knockraha, Co Cork",Ireland
"Frenchpark, Co Roscommon",Ireland
"Kilmacrenan, Co Meath",Ireland
"Monmouthshire, Wales",1
"Blackdetches, Co Wicklow",Ireland
"Frere Town, Co Dublin",Ireland
"Smithland St, City of Dublin",1
"17 Westons St, City of Dublin",1
Co Dublin Dolkey,Ireland
"Born Brooklin, America",1
"England, 38 Marybone St Liverpool",England
"County Near Ballymount, Killyleagh, Co Down",Ireland
Qunee's Co,1
Bohola,1
"Mago, Ireland",Ireland
"Davenport, England",England
"Co Kildare, Kildangan",Ireland
Fermnagh,1
Cape Colony Sa,1
"St Louis MD, U.S.A",1
"Camblin, Co Wexford",Ireland
"Qurrow, King's Co",1
"City Quay, Dublin",1
Woolwich-Kent,1
"Co of Somerset, England",England
"Tullygrawley, Ballymena, Co Antrim",Ireland
"Germany, Windeby",1
City Limerick City,1
"Ballylaney, Co Down",Ireland
Ballinew House Castlebar,1
Windson House Near Castlebar,1
"Waterford Co, Mayo",1
Glencestershire,1
"Durrees, Co Cork",Ireland
"In Bartry, Co Cork",Ireland
"Glegareffe, Kerry",1
"Limerick, Town",1
Dritwich,1
"Fifeshire, Kirkealdy",1
"Ligmiel, Co Antrim",Ireland
Ferngh,1
"Tully, Co Longford",Ireland
"Bohemia, Austia",1
"Fermanagh, Co Roscommon",Ireland
C Ros,1
"Pork, East India",India
Co Weasth,1
"Mildrum, Co Tipp",1
"Poland, Warsaw",1
Athlone Roscommon,1
Nenag,1
Barryhadering,1
Carramore,1
"Brooklyn, U S A, America",United States
Newtonbutter,1
County Mong,1
"Munearry, Co Donegal",Ireland
"Trabolangin, Co Cork",Ireland
"Ceyton, Co Tipperary",Ireland
Church,1
Kill,1
"Ballymacky, Co Tip",1
"England, Barkhampstead",England
Tipperary ?,1
Aughnamillan,1
"Ballor, Antrim",1
Wieskenberg,1
Born on Co Cork,Ireland
"Bolleehill, County Armagh",1
"County Belfast, Down",1
"Roscrea, Co Tipprary",1
Naas Town,1
"Dungervan, Co Tyrone",Ireland
"Rockfield, Kelpeacon, Co Limerick",Ireland
Co in Kinsale,1
Coy Whiteford,1
"Kussowlie, India",India
"City Dublin, Summerhill",1
"Rathmines, Co Daver",1
44 Amion St,1
5 Collage St Co Down,Ireland
Co South Ardee,1
"Poyntzpass, County Armagh",1
"County Armargh, Lurgan",1
"Ireland, Coy Armagh",Ireland
"Millport, Scotland",Scotland
"British, Guiana",1
"Clough Mills, Co Antrim",Ireland
"Killmena, Mayo",1
"Mayo, Killmena",1
"Co Antrim, Kinbally",Ireland
"Derry Oar, Co Antrim",Ireland
"Bellaghy, Co Down",Ireland
"Barrke, England",England
"Belfast, Bally Mac",1
"Co Antrim, Bellahill",Ireland
"Kilfree, Co Sligo",Ireland
Gort Co Galway,Ireland
"Con?, Co Galway",Ireland
County of Watfd,1
"In Ireland, Waterford",Ireland
Co Slio,1
"New Ro, Co Wexford",Ireland
C G,1
Rathconnor,1
"Cloyen, Co Cork",Ireland
"Kilmallock, Co Cork",Ireland
Currow Kerry,1
"Kilcummin, Kerry",1
Down of Sligo,1
"Stalifax, Yorkshire",1
"Inniskeen, Co Louth",Ireland
"America, ? U S A",United States
"Bircanhead, England",England
"Derry, Rosenallis, Ir",1
Besbrshire,1
"K, England",England
"Yarmouth, Norfolk",1
"Willshire, Metin",1
"Ballybrack, Dublin",1
Kildars Coy,1
"Lernure, Co Dublin",Ireland
Slane Co Meath,Ireland
Co Fermanahg,1
"Rathdrum, County Wicklow",Ireland
"New Castle, County Tipperary",Ireland
"Glmmalnrd, Co Wicklow",Ireland
Mulahone,1
Alerce,1
"Co Kildare, Monastrevan",Ireland
"Great Wassingdon, England",England
"Crasgeranard, Derry City",1
Co Monastrevan,1
West ?es,1
Dorsetshire E,1
"Aghadda, Cork",1
"Bangor, Co Derry",Ireland
"Coolfin, Portlaw, Co Waterford",Ireland
"Halifax Nova, Scopia",1
"Gloonan, Co Antrim",Ireland
Dunaird,1
Eglish,1
"Glanarm, Co Antrim",Ireland
"Rocavan, Co Antrim",Ireland
North Tipry,1
Trim Town,1
"Queen Co, Co Cavan",Ireland
South End on Sea Essex,1
"Woolrick Kent, England",England
"Bellow, Co Waterford",Ireland
Botton St,1
"Stradbally, Dublin City, Queens County",1
Coy of Kilkenny,1
"Co Kilkenny, Il",Ireland
Bombay East India,India
Ligoneil,1
"Co Oxford, England",England
"Drumore, Co Westmeath",Ireland
"Ireland ?, Co Dublin",Ireland
"Co Antrim, P Drewal",Ireland
Middlesey,1
"Co Cumberland, in England",England
Dovonshire,1
"Cardiganshire, S Wales",1
Exches Devonshire England,England
"Kilmurray, Co Wicklow",Ireland
Co Dare,1
"Leggenhall, Co Meath",Ireland
Co Wexfort,1
Cout Kildare,1
Omagh City,1
"Bellrustown, Co Meath",Ireland
"Co Cory, Fermoy",1
N W P India,India
Oueen's Co,1
"Lisdwin, Co Tyrone",Ireland
Athboy Ireland,Ireland
Mayo C,1
"Lisburn, Coy Antrim",1
"County Antrim, Bally Bracken",Ireland
Carrlow Town,1
Longeford,1
Timolin Co Kildare,Ireland
"Co Antrim, Jordanstown",Ireland
"Lanaderg, Banbridge",1
"Fermonghten, Co Louth",Ireland
"Scotland, Co Kenfren",Scotland
"Cullen Wood, Co Dublin",Ireland
"Co Mayo, Cloonmore",Ireland
Lankershire,1
"Ballaghaderreen, Queens County",1
"Skibbereen, Co Cork, Ired",Ireland
"Co Waterwood, London",1
"Sedbergh, Yorkshire",1
Brutol,1
Clonmel Tip,1
Luske,1
Monktan East India,India
"Pensburke, Wales",1
"Mount Hill, County Antrim",Ireland
Co Wipperary,1
"Herolds, Co Dublin",Ireland
"Dublin City, Co Kildare",Ireland
Gibvalter,1
